jitter,shimmer,pause_count,pause_duration_mean,pause_duration_std,speaking_time_ratio,f0_std,f0_range,energy_std,speech_rate_normalized,articulation_rate_normalized,fluency_score
0.040218362994790056,0.10877516837819766,7,464.29940245639233,161.76204528031846,0.6106655295164416,63.47467877950126,196.27544328798916,0.6081736908304312,3.277726226758434,4.216023298480736,16.638292200830378
0.023301182874440905,0.093963912649516,2,322.1122247766789,112.97463422114308,0.7449370477953562,39.06907488329469,109.26635835850186,0.4681863864493774,1.761516060583751,2.2753521624073003,70.89826949045667
0.03391573408991448,0.11742786713002946,4,338.66014652921206,99.66242409494615,0.6147353332581608,73.87474254539083,192.9862536001668,0.4250376203133243,2.5003467158121566,3.340227096907617,30.222057718727772
0.01516302269040641,0.07874765917965959,2,218.67077973562004,44.558331086944236,0.9036061117562336,23.23889565708764,70.44827256904196,0.36824123372460493,3.218446292179547,4.558380743189403,100.0
0.048965438520727086,0.12988560076069136,6,353.42656253720344,92.860152242707,0.6130228481362815,67.63164041207571,208.6594218445759,0.5474015534614913,1.6747519584879722,2.405445829216695,15.18093946174802
0.021430683210442787,0.08437206724765481,4,325.4666153522079,99.00407432485179,0.7232935819610119,36.82020982343451,91.88296935123175,0.34246566823288666,2.542022184423322,3.4809043400314454,65.40297630638865
0.020944087781872317,0.09834189241766056,3,335.69624663207594,98.60495682519245,0.8450987949334839,56.32324244002915,115.19610144092195,0.46512318525565166,4.0824483846675035,5.404774738491039,60.72458275025674
0.0424803456108822,0.10562292253702732,7,474.7466860652571,159.18973890954084,0.559811433211745,52.88733034637678,147.57269496685288,0.6117252867959745,3.1443180454010133,3.8721485852791364,27.79597828870905
0.017121744227250296,0.0528688516106446,0,207.25924157298113,54.512157688626615,0.8539340717501487,20.18978809316488,57.216820431806006,0.28416085159529475,2.896010031049774,4.311966023434857,100.0
0.05093575568694766,0.1337201754612578,10,503.99405100534096,168.73010603860152,0.5188107979439515,85.02089860150927,212.57158368878908,0.6940448795769687,2.912992860945858,3.767939215829288,0.0
0.04458179231251992,0.11683799723735294,4,455.7032258510245,171.74182848250337,0.6311548254269898,57.119961603187136,169.627529004608,0.5630231705411931,2.5138028627521942,3.6163404876369563,34.06646765270872
