speech_rate,articulation_rate,pause_count,pause_density,speaking_time_ratio,average_pause_duration,pause_duration_std,duration_seconds,pause_pattern_regularity,rhythm_score
5.214190273400586,5.530477853473679,7,1.49869966586708,0.6382226347073046,343.80132510565784,133.77287754205358,4.6707156606658184,0.3063068062432113,50.082389195771874
4.989975093868743,4.522930888569944,0,0.0,1.0,0.0,0.0,1.083493473543994,1.0,90.71423525116829
2.002523511866124,4.895696513043186,7,0.9067331991932465,0.7491964153827456,314.45436486457095,70.3177596266551,7.7200217288041895,0.580721825765551,69.5993601508714
3.4315273064012253,4.707428040877156,3,0.711113997756533,0.8558026488186204,189.81810167535858,3.11672062198745,4.218732874707274,0.9498408380189054,99.91143405024513
2.3681772138996284,2.998280070351369,5,0.6480441226727144,0.7392959596404581,446.5358263740584,109.30125966453451,7.715524028485294,0.5170311458288762,70.50908259876303
2.543303960679438,4.230557663805619,4,0.6194885143879425,0.8651631859413642,238.70891920160165,23.79725570988381,6.456939728659891,0.7337210000359569,100.0
2.068552632209146,4.969405163710327,1,0.4511471115516858,0.6772794380797288,240.92798359695593,32.131649004944244,2.216571877320852,0.7082753553392604,72.74055572914226
4.987202846636049,6.485963210743373,7,2.294590504183266,0.6840286794505095,304.53975226124305,83.78134183314043,3.0506532591494238,0.5212539674492044,56.09219746755528
3.0275103932829404,4.997108208505135,3,0.5176744629313611,0.9367819514981741,243.9706673703701,15.539784904944195,5.795147751759531,0.8140351693895467,100.0
6.442544353057492,2.037619297852221,10,3.978281707898558,0.546045813972464,467.219038823432,315.23776197602416,2.513648035569177,0.11504286328557911,2.7182689356978704
4.501336478049948,5.26371007553025,2,0.8666742915867386,0.7495643382810045,406.4979453647155,114.40091962108251,2.3076720048293202,0.5249486292973957,72.85468598917738
2.5323792031362924,3.9639598327425256,3,1.1622922854243563,0.8793966704686268,209.8226271085999,10.47037533331916,2.5811063513208223,0.8702374515727228,100.0
3.05684361133738,2.931054388647143,3,0.5992045392200853,0.7041343711835846,229.22632096438255,33.20623125510224,5.006637639802847,0.703445939241496,95.08516217941481
2.0264633121337545,5.701515476274878,5,0.7150009843837608,0.8209741875924983,282.35237466934177,45.35703092657598,6.9929973653244115,0.6559063120496944,81.54874384793119
1.2624463069424223,4.248891136369114,10,1.38641303663247,0.36079987641117117,517.8890909014033,277.04513104648873,7.212857738477067,0.09203003133829789,7.475425853188741
4.004861478639159,3.3273788069632952,3,0.4193035727129806,0.6535269987025007,316.76206087017573,46.166545150328936,7.154720816208127,0.6750460156512147,79.63268330634688
4.569042194075784,2.6997924060095433,6,1.9122572533972844,0.8202692471984349,182.45764884103176,33.60496094368151,3.137653152754683,0.5027456769398924,74.68593003135794
3.914884370397536,4.878621781862186,1,0.5612265789240806,0.888291653110189,221.78167421633924,1.500588420041943,1.7818115491199396,0.9707864149903855,100.0
1.1813937864137183,2.252587963333651,9,1.3457847368150078,0.4808279007655544,407.74891858148703,270.71098036274554,6.687547981335996,0.13858297775461945,6.357271727455584
5.3013105828083305,4.500922113275644,5,1.9862762063649446,0.6478754501735262,374.216368936056,101.9768365621037,2.517273269436393,0.481925434829403,45.49113538244003
3.210674996506936,4.033693596524762,4,1.586639877332854,0.9235408470320292,266.09103588846074,14.268487003531845,2.5210509688714056,0.7805149332379966,100.0
3.080663093548941,3.4784768500233394,4,0.5053088400624148,0.8251337821091701,278.993246890427,4.206781164380787,7.915950964772212,0.9353357859570648,97.78164897639414
2.47945621042577,4.079315132460803,5,0.9072638408900014,0.7928006285400568,260.2540554428357,48.34630608425261,5.511076022929707,0.6048313253893731,77.55248917075909
